 15
 566.51  1.0 1 0
 1024.35 1.0 2 0
 2683.92 1.0 5 0
 3381.12 1.0 6 0
 23.65   1.0 0 1
 627.47  1.0 1 1
 1730.88 1.0 3 1
 2352.35 1.0 4 1
 3029.90 1.0 5 1
 3738.52 1.0 6 1
 115.65  1.0 0 2
 746.02  1.0 1 2 
 2654.15 1.0 4 2
 3362.68 1.0 5 2
 4096.65 1.0 6 2
