 8
  392.16  1.0   2  0  
  899.28  1.0   4  0 
  162.64  1.0   1  1 
  630.09  1.0   3  1 
  361.03  1.0   2  2 
  882.31  1.0   4  2 
  587.30  1.0   3  3 
  836.97  1.0   4  4 



