 10
  541.76  1.0   2  0 
 1247.75  1.0   4  0 
  224.10  1.0   1  1 
  872.11  1.0   3  1 
  499.06  1.0   2  2 
 1225.45  1.0   4  2 
  814.04  1.0   3  3 
 1602.28  1.0   5  3 
 1162.66  1.0   4  4 
 1540.60  1.0   5  5 
  
